Tweet;Target;Sent_Target;Sent_Sociedad;Sent_Empresas;tweet_clean
El banco digital de JPMorgan podría perder 1.000 millones en el extranjero https://t.co/sTYXetGx9M;JPMorgan;NEG;NEG;POS;banco digital jpmorgan podría perder millones extranjero
El escenario que haría caer a la Bolsa americana otro 43% https://t.co/zQXMrUTvYk;Bolsa;NEG;NEG;NEG;escenario haría caer bolsa americana
El Nasdaq se desinfla un 3% arrastrado por Snapchat https://t.co/6U0EcjBPTD;Nasdaq;NEG;NEG;NEG;nasdaq desinfla arrastrado snapchat
El revés a las eléctricas británicas hace mella también en el Ibex https://t.co/K6g9eJC2GL;Ibex;NEG;NEG;NEG;revés eléctricas británicas hace mella ibex
Lagarde acelera por segundo día al euro, que se aleja de la paridad https://t.co/MBg89ICxCk;euro;POS;POS;POS;lagarde acelera segundo día euro aleja paridad
IAG y el resto de aerolíneas, arrastradas por la dilución de Air France https://t.co/i4Jcl0I1jj;aerolíneas;NEG;NEG;NEG;iag resto aerolíneas arrastradas dilución air france
Enésimo encontronazo del Dax con la directriz bajista https://t.co/5kBMNWV8WE;Dax;NEG;NEG;NEG;enésimo encontronazo dax directriz bajista
El Ibex pisa el freno https://t.co/8IGr8B4JUT;Ibex;NEG;NEG;NEG;ibex pisa freno
Iberdrola calienta motores con la mirada puesta en los máximos históricos https://t.co/i6Pgm2Suwb;Iberdrola;POS;POS;NEG;iberdrola calienta motores mirada puesta máximos históricos
Ganadores y perdedores ante las subidas de tipos del BCE https://t.co/tegolie86C;tipos;POS;NEG;NEG;ganadores perdedores subidas tipos bce
BUX potencia el negocio en España con el fichaje de un nuevo responsable en España https://t.co/TmjvWPOzHg;negocio;POS;POS;POS;bux potencia negocio españa fichaje nuevo responsable españa
El euro coge aire tras el acelerón del BCE https://t.co/yTUPkoQhG7;euro;POS;POS;POS;euro coge aire tras acelerón bce
El español que controla 80.000 millones en activos desde Wall Street https://t.co/zibxtfHeST;español;POS;POS;NEG;español controla millones activos wall street
Fidere, EiDF, Vytrus, pequeños que se disparan más del 100% https://t.co/Yo2KvsCful;pequeños;POS;POS;NEG;fidere eidf vytrus pequeños disparan
Rastreator avanza en su modelo híbrido y tendrá al menos 15 oficinas físicas en 2023 https://t.co/n5pxOhBOgP;Rastreator;POS;POS;NEG;rastreator avanza modelo híbrido menos oficinas físicas
Los hedge funds reconstruyen sus carteras para frenar la sangría de 2022 https://t.co/LwaPhN8uoU;hedges funds;POS;POS;NEG;hedge fund reconstruyen carteras frenar sangría
El Dow Jones rebota un 2% y se aleja del mercado bajista https://t.co/G7q6ERDCet;Dow Jones;POS;POS;NEG;dow jones rebota aleja mercado bajista
Lagarde anticipa el fin de los tipos negativos en septiembre https://t.co/VYRwwRQ5Fi;tipos;POS;NEG;NEG;lagarde anticipa fin tipos negativos septiembre
El dólar se agarra a los mínimos de 2017 como a un clavo ardiendo https://t.co/kTU08CNPdN;dólar;NEG;NEG;NEG;dólar agarra mínimos clavo ardiendo
Alcistas y bajistas chocan en el valor disparado por la viruela del mono https://t.co/mIHwPoBr6d;valor;POS;POS;POS;alcistas bajistas chocan valor disparado viruela mono
La tendencia sigue siendo alcista en el petróleo, pero el riesgo macro es importante https://t.co/786W0Y40sq;petróleo;POS;NEG;NEG;tendencia sigue siendo alcista petróleo riesgo macro importante
El Ibex, a por los 8.500 puntos con el tirón de Gamesa https://t.co/Rc9wwbcYOZ;Ibex;POS;POS;POS;ibex puntos tirón gamesa
Este es el fondo más rentable desde que comenzó la guerra de Ucrania https://t.co/7ZGBrdmgvp;fondo;POS;POS;POS;fondo rentable comenzó guerra ucrania
Empresas y bancos recortan el plazo de sus bonos y se rascan el bolsillo para tentar a los inversores https://t.co/8BxdxgfHED;bancos;NEG;POS;POS;empresas bancos recortan plazo bonos rascan bolsillo tentar inversores
Solo por encima de los 8.900 tendremos un antes y un después en el Ibex https://t.co/EayBGoyv3g;Ibex;POS;POS;POS;solo encima después ibex
La moda de la recompra de acciones cala en Europa https://t.co/WfE3GfsJSW;recompra;POS;POS;POS;moda recompra acciones cala europa
Sacyr y Acciona Energía, favoritos para saltar al Ibex https://t.co/eqRaNJmcB7;Sacyr;POS;POS;NEG;sacyr acciona energía favoritos saltar ibex
Las salidas a Bolsa se frenan con la valoración de las empresas mermada https://t.co/pkeWG77vjW;salidas;NEG;NEG;NEG;salidas bolsa frenan valoración empresas mermada
Tesla: salida del ESG y caída del 13% https://t.co/cgLnGzUrVr;Tesla;NEG;NEG;POS;tesla salida esg caída
Las acciones del Intercity caen a su valor más bajo tras su ascenso https://t.co/0RFzsFvWf6;acciones;NEG;NEG;POS;acciones intercity caen valor bajo tras ascenso
Pequeños valores con tirón bursátil https://t.co/1q9P5T6dMH;valores;POS;POS;POS;pequeños valores tirón bursátil
Dónde invertir cuando la economía pisa el freno https://t.co/6SSdf9Q1qq;economía;NEG;NEG;NEG;dónde invertir economía pisa freno
El euribor escala máximos desde 2014 y agita el negocio hipotecario https://t.co/6lF4pJzI3z;euribor;POS;POS;POS;euribor escala máximos agita negocio hipotecario
¿Qué podemos esperar de las Bolsas tras las recientes caídas? https://t.co/X45wNmOaFw;Bolsas;NEG;NEG;NEG;podemos esperar bolsas tras recientes caídas
CaixaBank pierde tres puestos por peso en el Ibex 35 https://t.co/zZnUDkJ9sW;CaixaBank;NEG;NEG;POS;caixabank pierde tres puestos peso ibex
Valores para escapar de la tormenta https://t.co/yAHOJ4tjM2;Valores;POS;POS;POS;valores escapar tormenta
Guía sobre el impacto de la subida de tipos https://t.co/MFMF3h8z3b;tipos;POS;NEG;NEG;guía impacto subida tipos
El Nasdaq repunta un 2% https://t.co/R5e4JrAc1u;Nasdaq;POS;POS;POS;nasdaq repunta
El S&P 500 enfila su peor semana desde marzo de 2020 https://t.co/R5e4JrAc1u;S&P 500;NEG;NEG;NEG;sp enfila peor semana marzo
Iberdrola da un dividendo extra tras lograr más del 70% de quórum en la junta https://t.co/pDmIebCgAx;Iberdrola;POS;POS;NEG;iberdrola da dividendo extra tras lograr quórum junta
La renta variable aún no ha alcanzado el momento de capitulación https://t.co/vNO9otn4j0;renta variable;NEG;NEG;NEG;renta variable aún alcanzado momento capitulación
El Ibex quiere recuperar los 8.100 en la cuádruple hora bruja https://t.co/EaDkcn7nJR;Ibex;POS;POS;POS;ibex quiere recuperar cuádruple hora bruja
Bolsas europeas, al borde de una fase bajista https://t.co/sLU1nKaNd2;Bolsas;NEG;NEG;NEG;bolsas europeas borde fase bajista
¿Qué dos depósitos a un año rompen al alza el listón del 1% TAE? https://t.co/xQAiZwk934;depósitos;NEG;NEG;POS;do depósitos año rompen alza listón tae
La gran banca española deja a cero las emisiones de capital por primera vez en la historia https://t.co/DwXkZx8THC;emisiones;NEG;NEG;NEG;gran banca española deja cero emisiones capital primera vez historia
La pequeña joya española que sube un 60% en el año y espera continuar su rally https://t.co/RQRyGe3Zpf;joya;POS;POS;NEG;pequeña joya española sube año espera continuar rally
Este fondo gana más del 100% en tres años invirtiendo solo en tres sectores https://t.co/VUeFwhjO0C;fondo;POS;POS;NEG;fondo gana tres años invirtiendo solo tres sectores
El Nasdaq se desploma un 4% https://t.co/TRge6PSo5w;Nasdaq;NEG;NEG;NEG;nasdaq desploma
El Dow Jones ya cae casi un 20% desde máximos https://t.co/TRge6PSo5w;Dow Jones;NEG;NEG;NEG;dow jones cae casi máximos
El euro se acerca a la paridad https://t.co/ceUgkwwcii;euro;POS;POS;POS;euro acerca paridad
La libra cae https://t.co/ceUgkwwcii;libra;NEG;NEG;NEG;libra cae
El franco suizo se dispara  https://t.co/ceUgkwwcii;franco suizo;POS;POS;POS;franco suizo dispara
El Banco de Inglaterra encadena su quinta subida de tipos https://t.co/n9c2ecRsAr;tipos;POS;NEG;NEG;banco inglaterra encadena quinta subida tipos
Por qué la Bolsa sigue cayendo tras los bancos centrales https://t.co/OtNzuO5Xvi;Bolsa;NEG;NEG;NEG;bolsa sigue cayendo tras bancos centrales
Las claves para la recuperación del bitcoin y del criptomercado https://t.co/g0T4Q3ttZP;bitcoin;POS;POS;NEG;claves recuperación bitcoin criptomercado
La CNMV suspende la cotización de Ezentis tras pedir un rescate urgente a la Sepi https://t.co/EmeVr6AYuQ;Ezentis;NEG;NEG;POS;cnmv suspende cotización ezentis tras pedir rescate urgente sepi
Los seis puntos fuertes del Ibex frente al resto de índices europeos https://t.co/sIoXPyRlwM;Ibex;POS;POS;POS;seis puntos fuertes ibex frente resto índices europeos
El Ibex, sin un rumbo claro después de la Fed https://t.co/yKE0KI1QPI;Ibex;NEG;NEG;NEG;ibex rumbo claro después fed
La Fed sube los tipos de interés un 0,75%, el mayor salto desde 1994 https://t.co/2O9apt8TtH;tipos;POS;NEG;NEG;fed sube tipos interés mayor salto
El precio del gas se dispara un 20% por los recortes en el suministro de Gazprom https://t.co/zoao79twD2;gas;POS;NEG;NEG;precio gas dispara recortes suministro gazprom
Las grandes tecnológicas impulsan a Wall Street antes de la decisión de la Fed https://t.co/KrmJn6G38X;Wall Street;POS;POS;POS;grandes tecnológicas impulsan wall street decisión fed
Acerinox descarta una opa hostil de Aperam y sigue buscando oportunidades para crecer https://t.co/aAcnSsv6fA;Acerinox;NEG;NEG;POS;acerinox descarta opa hostil aperam sigue buscando oportunidades crecer
El bitcoin, en caída libre, baja a 20.000 dólares antes de la Fed https://t.co/IzlV0ApjQm;bitcoin;NEG;NEG;POS;bitcoin caída libre baja dólares fed
Las mejores hipotecas fijas ceden a la presión y suben precios https://t.co/JdXeVJo6Mc;hipotecas;POS;NEG;NEG;mejores hipotecas fijas ceden presión suben precios
Nunsys saldrá a bolsa este verano https://t.co/M47MjAZTkl;Nunsys;POS;POS;NEG;nunsys saldrá bolsa verano
El Ibex, en vilo por la Fed https://t.co/ntuxDGAZlV;Ibex;NEG;NEG;NEG;ibex vilo fed
BlackRock no invertirá más en Bolsa en 12 meses https://t.co/DvtPneOfZ0;BlackRock;NEG;NEG;POS;blackrock invertirá bolsa me
"Los cinco frentes abiertos que ""anticipan un verano complicado"" en los mercados https://t.co/7S5mP4Siys";mercados;NEG;NEG;NEG;cinco frentes abiertos anticipan verano complicado mercados
Por qué hay que tener en el radar a las compañías que dejan el Ibex: pueden subir hasta un 45% https://t.co/vdj6oRLAUL;compañías;POS;POS;POS;tener radar compañías dejan ibex pueden subir
La prima de riesgo regresa para sacudir a la Bolsa española https://t.co/FX7H0sVknk;Bolsa;NEG;NEG;NEG;prima riesgo regresa sacudir bolsa española
La libra se desploma a mínimos de marzo de 2020 https://t.co/vcKqdSVJuI;libra;NEG;NEG;NEG;libra desploma mínimos marzo
Tressis ve oportunidades de inversión en mercados revueltos, pero con prudencia https://t.co/wburHIJt4P;Tressis;POS;POS;NEG;tressis ve oportunidades inversión mercados revueltos prudencia
Wall Street corta su sangría y amaga con el rebote https://t.co/owt3MWg5Ro;Wall Street;POS;POS;POS;wall street corta sangría amaga rebote
La Fed puede poner sobre la mesa una subida de tipos de hasta el 0,75% https://t.co/mHwjYSLUHs;tipos;POS;NEG;NEG;fed puede poner mesa subida tipos
Los fondos internacionales aprovechan las caídas en dos empresas españolas https://t.co/BqDgMyCRpa;fondos;POS;POS;POS;fondos internacionales aprovechan caídas do empresas españolas
El bitcoin ahonda mínimos en su segundo día de desplomes del 10% https://t.co/vwpJehxQow;bitcoin;NEG;NEG;POS;bitcoin ahonda mínimos segundo día desplomes
El Ibex toma aire y busca al fin el rebote https://t.co/LgevotqKUA;Ibex;POS;POS;POS;ibex toma aire busca fin rebote
Los fondos reactivan su interés por la banca ante la subida de tipos https://t.co/yh2B9vdXW6;tipos;POS;NEG;NEG;fondos reactivan interés banca subida tipos
Temor extendido por la lucha contra la inflación https://t.co/SeFisiOfAe;inflación;NEG;NEG;NEG;temor extendido lucha inflación
Cuatro valores del Ibex para aprovechar las recompras de acciones https://t.co/O3LBZD6tC9;valores;POS;POS;NEG;cuatro valores ibex aprovechar recompras acciones
La banca pierde 17.000 millones de valor en Bolsa en cinco sesiones https://t.co/fjnQyDxxAs;banca;NEG;NEG;NEG;banca pierde millones valor bolsa cinco sesiones
"Binance suspende ""temporalmente"" las retiradas de bitcoin debido a un ""atasco"" https://t.co/FDzyNvPknC";Binance;NEG;NEG;POS;binance suspende temporalmente retiradas bitcoin debido atasco
La junta de accionistas aprueba la opa de exclusión sobre Greenalia https://t.co/JWzSjn5yZ1;Greenalia;NEG;NEG;POS;junta accionistas aprueba opa exclusión greenalia
El 'corralito' de Celsius agrava las caídas en el mercado cripto https://t.co/j9RBUjZ0eD;mercado cripto;NEG;NEG;POS;corralito celsius agrava caídas mercado cripto
CaixaBank pierde tres puestos por peso en el Ibex 35 https://t.co/zZnUDkJ9sW;CaixaBank;NEG;NEG;POS;caixabank pierde tres puestos peso ibex
Valores para escapar de la tormenta https://t.co/yAHOJ4tjM2;Valores;POS;POS;POS;valores escapar tormenta
Guía sobre el impacto de la subida de tipos https://t.co/MFMF3h8z3b;tipos;POS;NEG;NEG;guía impacto subida tipos
El Nasdaq repunta un 2% https://t.co/R5e4JrAc1u;Nasdaq;POS;POS;POS;nasdaq repunta
El S&P 500 enfila su peor semana desde marzo de 2020 https://t.co/R5e4JrAc1u;S&P 500;NEG;NEG;NEG;sp enfila peor semana marzo
Iberdrola da un dividendo extra tras lograr más del 70% de quórum en la junta https://t.co/pDmIebCgAx;Iberdrola;POS;POS;NEG;iberdrola da dividendo extra tras lograr quórum junta
La renta variable aún no ha alcanzado el momento de capitulación https://t.co/vNO9otn4j0;renta variable;NEG;NEG;NEG;renta variable aún alcanzado momento capitulación
El Ibex quiere recuperar los 8.100 en la cuádruple hora bruja https://t.co/EaDkcn7nJR;Ibex;POS;POS;POS;ibex quiere recuperar cuádruple hora bruja
Bolsas europeas, al borde de una fase bajista https://t.co/sLU1nKaNd2;Bolsas;NEG;NEG;NEG;bolsas europeas borde fase bajista
¿Qué dos depósitos a un año rompen al alza el listón del 1% TAE? https://t.co/xQAiZwk934;depósitos;NEG;NEG;POS;do depósitos año rompen alza listón tae
La gran banca española deja a cero las emisiones de capital por primera vez en la historia https://t.co/DwXkZx8THC;emisiones;NEG;NEG;NEG;gran banca española deja cero emisiones capital primera vez historia
La pequeña joya española que sube un 60% en el año y espera continuar su rally https://t.co/RQRyGe3Zpf;joya;POS;POS;NEG;pequeña joya española sube año espera continuar rally
Este fondo gana más del 100% en tres años invirtiendo solo en tres sectores https://t.co/VUeFwhjO0C;fondo;POS;POS;NEG;fondo gana tres años invirtiendo solo tres sectores
El Nasdaq se desploma un 4% https://t.co/TRge6PSo5w;Nasdaq;NEG;NEG;NEG;nasdaq desploma
El Dow Jones ya cae casi un 20% desde máximos https://t.co/TRge6PSo5w;Dow Jones;NEG;NEG;NEG;dow jones cae casi máximos
El euro se acerca a la paridad https://t.co/ceUgkwwcii;euro;POS;POS;POS;euro acerca paridad
La libra cae https://t.co/ceUgkwwcii;libra;NEG;NEG;NEG;libra cae
El franco suizo se dispara  https://t.co/ceUgkwwcii;franco suizo;POS;POS;POS;franco suizo dispara
El Banco de Inglaterra encadena su quinta subida de tipos https://t.co/n9c2ecRsAr;tipos;POS;NEG;NEG;banco inglaterra encadena quinta subida tipos
Por qué la Bolsa sigue cayendo tras los bancos centrales https://t.co/OtNzuO5Xvi;Bolsa;NEG;NEG;NEG;bolsa sigue cayendo tras bancos centrales
Las claves para la recuperación del bitcoin y del criptomercado https://t.co/g0T4Q3ttZP;bitcoin;POS;POS;NEG;claves recuperación bitcoin criptomercado
La CNMV suspende la cotización de Ezentis tras pedir un rescate urgente a la Sepi https://t.co/EmeVr6AYuQ;Ezentis;NEG;NEG;POS;cnmv suspende cotización ezentis tras pedir rescate urgente sepi
Los seis puntos fuertes del Ibex frente al resto de índices europeos https://t.co/sIoXPyRlwM;Ibex;POS;POS;POS;seis puntos fuertes ibex frente resto índices europeos
El Ibex, sin un rumbo claro después de la Fed https://t.co/yKE0KI1QPI;Ibex;NEG;NEG;NEG;ibex rumbo claro después fed
La Fed sube los tipos de interés un 0,75%, el mayor salto desde 1994 https://t.co/2O9apt8TtH;tipos;POS;NEG;NEG;fed sube tipos interés mayor salto
El precio del gas se dispara un 20% por los recortes en el suministro de Gazprom https://t.co/zoao79twD2;gas;POS;NEG;NEG;precio gas dispara recortes suministro gazprom
Las grandes tecnológicas impulsan a Wall Street antes de la decisión de la Fed https://t.co/KrmJn6G38X;Wall Street;POS;POS;POS;grandes tecnológicas impulsan wall street decisión fed
