ID,Heading,Target,S. Target,S. Others,S. Society
970842,"Trea AM ve oportunidades de inversión en Mapfre, Indra, FCC, Gestamp y Alantra",Trea AM,1,1,0
975800,Economía/Electricidad.- El sector eléctrico prevé unas inversiones de 11.600 millones hasta 2008,sector eléctrico,1,1,1
979500,"Coca-Cola European Partners gana un 54,5% menos en 2020",Coca-Cola European Partners,-1,0,0
980223,Renta Corporación debuta en promoción de oficinas en el distrito 22@,Renta Corporación,1,0,0
980422,Economía/Macro.- Almunia pide a los países de la UE que no aplacen la reforma de las pensiones,Almunia,1,0,1
980578,EasyHotel promueve el primer hotel en Barcelona desde el inicio del Covid,EasyHotel,1,0,1
980876,"Economía/Empresas.- L'Oreal ingresó en España un 2,5% más en 2005, en un ejercicio marcado por la compra de Delial",L'Oreal,1,0,0
981265,Economía/Empresas.- Mitsubishi pide a NedCar un plan de reestructuración tras dejar de producir el Smart 'Forfour',Mitsubishi,1,0,0
981505,Acciona nombra consejera a una profesora de Harvard,Acciona,0,0,0
981778,"RSC.- Fundación 'Integra' pide ""concienciación ""a los responsables de RRHH de las empresas en los procesos de selección",Fundación 'Integra',1,1,1
982995,Economía/OPA.- El Supremo resolverá el próximo día 20 sobre las medidas cautelares pedidas por Endesa para frenar la OPA,El Supremo ,1,1,0
984469,India capitaliza la diversificación post-Covid: disparará sus exportaciones textiles un 81% hasta 2026,India,1,1,1
984611,Economía/Empresas.- Ferrovial y sus socios lanzan un OPA sobre el 100% de BAA por 12.405 millones de euros,,,,
985438,Economía/Empresas.- Accenture adquiere la empresa de Recursos Humanos Pecaso,Accenture,1,0,0
985477,COMUNICADO: Iniciativa de la ESA para apoyar a las PYMES en el sector de las Telecomunicaciones por Satélite,ESA,1,1,1
987049,"El precio del crudo se estabiliza, con la mirada puesta en las reservas de EEUU",El precio del crudo,1,1,1
988971,Hyundai confirma inversiones de 800 millones de euros en Chequia y en China,Hyundai,1,0,0
989710,Cómo se calculan los ingresos procedentes del capital mobiliario,ingresos procedentes del capital mobiliario,0,0,0
990231,"Economía/Agricultura.- Asaja pide que la retencion de ovejas y cabras acabe un mes antes para evitar ""graves perjuicios""",Asaja,-1,0,-1
992058,"RSC.- Madrid, Cataluña y Baleares, las tres comunidades con más empresas con Sistemas de Gestión Ambiental",empresas con Sistemas de Gestión Ambiental,1,0,1
992513,"Economía/Empresas.- Nestlé facturó un 14,1% más y subió los precios por el aumento de costes de las materias primas",Nestlé,1,0,-1
992961,Las franquicias con una inversión media tienen un club de mecenas,franquicias con una inversión media,1,1,0
992967,Econonomía/Iberoamérica.- Una delegación de empresas catalanas buscará nuevas alianzas comerciales en Chile,delegación de empresas catalanas,1,1,0
993811,Rato atisba un alto riesgo por el crudo,crudo,-1,-1,-1
994052,La economía china ya acecha el podio de las potencias mundiales,economía china,1,-1,0
995016,Economía/Agricultura.- Ampliado el plazo de solicitud de ayudas de pago único para este año hasta el 15 de mayo,ayudas de pago único,1,1,1
995761,La ley de sociedades profesionales se retrasa de nuevo en el Congreso,ley de sociedades profesionales,-1,-1,0
995922,Magna aumentó un 135% su beneficio neto en el primer trimestre,Magna,1,0,0
996223,El luso BPI modifica los límites de voto para evitar la opa de Millennium,El luso BPI,1,0,0
996390,Economía/OPA.- La CNE debatirá el jueves si admite a Gas Natural como parte interasada en la OPA de E.ON,La CNE,0,0,0
996859,"Economía/Bolivia.- Gómez Navarro dice que la decisión de Morales no provocará un ""cataclismo"" en las empresas españolas",la decisión de Morales,1,1,1
997779,"BRIComanía en la bolsa: los gigantes emergentes, en récords históricos",los gigantes emergentes,1,1,1
998610,"CaixaBank mejora las condiciones del ERE, cómo evitar sustos en la nueva factura de la luz y otras noticias",CaixaBank,1,0,1
999193,Economía/Motor.- Derbi fabricará motocicletas de mayor cilindrada en su fábrica de Martorelles (Barcelona),Derbi,1,0,1
1000566,"Economía/Consumo.- La vivienda ocupa el primer lugar en reclamaciones de consumidores en 2005, seguida de telecos",La vivienda,1,0,1
1001185,Audiencia Nacional obliga a Nestlé a abonar a los empleados la prima por la pandemia que anunció,Nestlé,-1,0,1
1001379,"Los grandes inversores pueden reclamar por la OPV de Bankia, la UE limita a 10.000 euros el efectivo en los viajes y otras noticias",Los grandes inversores,1,0,0
1001483,"Los presidentes de Fórum Filatélico y Afinsa, detenidos a la espera de declarar",presidentes de Fórum Filatélico y Afinsa,-1,0,1
1004310,Ayudas de hasta 1.100 euros mensuales y alquileres asequibles para facilitar el acceso a la vivienda a los colectivos vulnerables,acceso a la vivienda,1,0,1
1005726,España inaugura las subastas de julio con una emisión de bonos y obligaciones,España,1,1,0
1006346,Economía/Fiscal.- El Congreso rechaza las enmiendas de totalidad contra la reforma fiscal,enmiendas de totalidad,-1,0,0
1006580,RSC.- Save The Children defiende el derecho de los niños a trabajar pero sólo bajo unas condiciones dignas,Save The Children,1,1,1
1007182,Teknei espera crecer con la transformación digital y el cambio generacional,Teknei,1,0,0
1007696,Bundesbank: economía alemana se aprovechará de coyuntura global,Bundesbank,1,-1,0
1007994,La bolsa Sao Paulo baja más del tres por ciento y el dólar sube,La bolsa Sao Paulo,-1,-1,-1
1008208,Luz verde de la CNMV a la opa de Mittal sobre Arcelor,opa de Mittal,1,0,0
1008354,Hacienda nunca vio delito en Afinsa y alega que cumplía con los clientes,Afinsa,1,0,1
1009392,Economía/Finanzas.- EFPA España nombra a Juan Fernández Armesto presidente de su Comité Ético y Deontológico,EFPA España,1,0,0
1009649,El Gobierno lanzará el martes la primera subasta de la banda de frecuencias de 700MHz para el 5G,El Gobierno,1,1,1
1011978,RSC.- Sol Meliá y Save the Children apuestan por un turismo sostenible y captarán fondos para fines sociales,Sol Meliá,1,0,1
1013293,Moody's confirma las calificaciones del Banco de Sabadell,Moody's,0,0,
1013610,COMUNICADO: J.LINDEBERG readquiere la distribución en EE.UU.,J.LINDEBERG,1,0,0
1013833,Ferrovial recupera altura en su opa sobre los aeropuertos,Ferrovial,1,0,0
1014185,Las facturas de los negocios se duplican por la subida del precio de la electricidad,facturas de los negocios,-1,-1,-1
1014815,Los titanes digitales chinos caen en Bolsa por el cerco de Pekín,titanes digitales chinos,-1,0,0
1015122,El líder de Samsung no se libra de los juzgados,El líder de Samsung,-1,0,0
1015369,"Mapfre prepara un anuncio ""importante"", CNMV suspende cotización",Mapfre,-1,0,0
1016773,Montilla: el Gobierno ni alienta ni impide la negociación entre Gas Natural y Endesa,el Gobierno,1,0,0
1017662,Economía brasileña creció en primer trimestre pero sin entusiasmo,Economía brasileña,1,1,1
1017711,"Economía/Finanzas.- Olivas destaca el crecimiento ""sólido"" y ""sostenido"" del grupo Bancaja",grupo Bancaja,1,0,0
1018212,China y países árabes acuerdan duplicar intercambios comerciales,China,1,1,1
1021513,COMUNICADO: WISeKey ELA (filial de España y América Latina) nombra Presidente a Víctor Canivell para ampliar el alcance de WISeKey a,WISeKey ELA,1,0,0
1022260,Afectados de Forum Filatélico pretenden crear federación nacional,Afectados de Forum Filatélico,1,0,0
1022907,"Japón: el Nikkei pierde un 1,8% y regresa a niveles de enero",el Nikkei,-1,-1,-1
1023053,Tesoro Público finaliza recompra deuda 2006 por 4.386 millones,Tesoro Público,1,1,1
1023203,El Grupo Telefónica evita males mayores al Ibex 35,El Grupo Telefónica,1,0,0
1024408,"Grenergy gana un 22,5% menos a septiembre debido a más amortizaciones",Grenergy,-1,0,0
1024646,Las empresas tecnológicas españolas: mucha oferta y muy pocos candidatos,empresas tecnológicas españolas,-1,0,-1
1024941,Los viajes del Imserso se activarán en 20 días tras ser adjudicados definitivamente,Los viajes del Imserso,1,1,1
1025169,"El déficit público se reduce un 31% hasta el 4,5% del PIB",El déficit público,1,1,1
1025455,El presidente de la OPEP dice que el petróleo está demasiado caro,el petróleo,1,-1,-1
1026882,"El Gobierno, sin índice de precios para limitar los alquileres ni metodología para calcularlo",El Gobierno,-1,0,-1
1027000,Vodafone y Deloitte se alían en sanidad conectada,Vodafone,1,1,1
1027160,"RSC.- Nestlé llegó en 2004 a 82.400 niños en Brasil a través de 'NUTRIR', su campaña nacional contra la desnutrición",Nestlé,1,0,1
1027884,Estas son las 10 familias más ricas del mundo,familias más ricas,1,0,0
1028555,Vodafone presenta un ERE para 515 empleados en España,Vodafone,-1,0,-1
1029842,"Bear Stearns eleva Telefónica y Móviles hasta ""sobreponderar""",Bear Stearns,1,1,0
1030850,Mutua Madrileña dice adiós a la pandemia y gana 230 millones este año,Mutua Madrileña,1,0,0
1031166,Cotización del dólar,Cotización del dólar,0,0,
1032687,Presume este verano de manos y pies gracias a Aldi,Aldi,1,0,1
1032839,No habrá fondos europeos en 2022 sin reforma laboral,fondos europeos,-1,-1,-1
1033548,Crowdcube capta 12 millones de euros en una ronda liderada por el 'unicornio' Circle,Crowdcube,1,0,0
1035832,Estos son los 56 trámites que puede hacer por SMS con la Seguridad Social,trámites,1,0,1
1036532,El Gobierno prorroga la suspensión de los desahucios y la moratoria del pago del alquiler hasta agosto,El Gobierno,1,0,1
1038638,El tirón del crossover lleva a Lexus a cerrar 2020 con su mejor cuota en España,Lexus,1,0,0
1040192,Cómo convertir un pequeño negocio en una tienda online para competir contra Amazon,pequeño negocio,1,-1,1
1040533,"El paro, camino de los seis millones",El paro,-1,-1,-1
1041697,Javier Ferrán asume la presidencia de IAG,Javier Ferrán,1,0,0
1041732,Aviso del BCE a España: cuidado con el déficit y con unos Presupuestos insostenibles,España,-1,-1,-1
1043089,Segundo pinchazo del Ibex que pierde los 8200 puntos,Segundo pinchazo del Ibex,-1,-1,-1
1044235,Nueve de cada diez empresas apostaría por planes de pensiones colectivos con sus empleados con mejores incentivos fiscales,planes de pensiones colectivos,1,1,1
1044890,Así afectan las elecciones de EEUU a la Bolsa española,elecciones de EEUU,1,0,0
1044918,"El Banco de España considera imprudente subir los impuestos y el 0,9% a pensionistas y funcionarios",Banco de España,-1,0,0
1046203,"Aedas Homes gana 24,5 millones de euros en el semestre fiscal y bate un nuevo récord de ventas",Aedas Home,1,0,0
1048482,En la calle a la espera del Ingreso Mínimo Vital,Ingreso Mínimo Vital,-1,0,-1
1048778,Los locales de ocio nocturno serán clausurados a lo largo de esta semana,locales de ocio nocturno,-1,0,-1
1048856,El Ibex refuerza los 7.200 puntos,El Ibex,1,1,1
1050291,Las rebajas para el pequeño comercio son “pan para hoy y hambre para mañana”,pequeño comercio,-1,0,0
1054715,Ferrovial baja un 20% el sueldo a su dirección mientras dure la crisis del coronavirus,Ferrovial,1,0,0
1055177,Los transportistas ya tienen una “app” para localizar áreas de servicio en pleno estado de alarma,Los transportistas,1,1,1
1070641,"Cada extremeño gastará de media 11,3 euros en el sorteo de El Niño",Cada extremeño,1,0,0
1071094,"Las ventas de las grandes empresas crecieron un 4,9%",ventas de las grandes empresas,1,-1,0
1071121,"Los extremeños reducirán un 13,3 % sus gastos en enero",Los extremeños,-1,-1,-1
1071546,Kia Telluride: todocamino terapéutico,Kia Telluride,1,0,1
1071746,Análisis: La lucha de las petroleras por la supervivencia,las petroleras,-1,-1,-1
1074729,ConocoPhillips anuncia pérdidas de 3.958 millones y la reducción del dividendo trimestral en un 66%,ConocoPhillips,-1,0,0
1077388,Los clientes de las franquicias prefieren Facebook a Twitter,Facebook,1,-1,0
1077415,"El impulso del consumo eleva el PIB al 3,2% en 2015",El impulso del consumo,1,1,1
1078862,Los peligros de financiarse sólo con rondas,rondas,-1,-1,0
1079128,"Ford destinará 2,9 millones más para la formación de jóvenes conductores",Ford,1,0,1
1079922,La deuda de la Comunidad también es consecuencia de la adhesión al Fondo de Facilidad Financiera,deuda de la Comunidad,-1,0,-1
1080602,Mercadona abre un nuevo supermercado en Binéfar,Mercadona,1,0,1
1081238,César Alierta deja la presidencia de Telefónica,César Alierta,-1,0,0
1081327,"El Portal de Transparencia de la Junta publicará las retribuciones en 2015 de Vara, los consejeros y altos cargos",Portal de Transparencia de la Junta,1,0,1
1081987,10 puntos clave para hacer bien la declaración de la renta 2015,declaración de la renta,1,0,0
1082152,La banca se acicala para reconquistar al cliente,La banca,1,1,1
1084013,Cuatro sociedades públicas reconocen 26 millones de deuda con el Gobierno de Aragón,Cuatro sociedades públicas,1,0,-1
1084344,"Cimic gana 90 millones en el primer trimestre, un 5% más",Cimic,1,0,0
1084396,La mitad de los partes fraudulentos se produce en los seguros de coche,partes fraudulentos,-1,-1,-1
1084934,"Los extranjeros copan el 15,4% de las compras de pisos",Los extranjeros,1,1,0
1084959,"Las pensiones en España, rumbo hacia el iceberg",pensiones en España,-1,0,-1
1086248,Los bancos y los bonistas controlarán un 95% de Isolux tras el rescate,Los bancos,1,0,0
1089437,"El paro desciende en mayo un 5,3% respecto a abril",El paro,1,1,1
1089538,El Louvre cierra este viernes para resguardar sus obras de las inundaciones,El Louvre,1,0,1
1092157,"Le Pen reclama ""otro Brexit"" en Francia y Hollande dice que las gestiones del Brexit se harán ""rápido""",Le Pen,-1,-1,-1
1092691,Aprobada la plantilla municipal que crea 52 plazas y amortiza otras 49,plantilla municipal,1,0,1
1092734,"Las hipotecas aceleran su crecimiento al 24,6% en abril",Las hipotecas,1,0,1
1092757,Santander y Mastercard lanzan una pulsera de pago 'contactless',pulsera de pago 'contactless',1,0,1
1092816,"Reabre Aragvi, el restaurante donde alternaba el hijo de Stalin y la élite del KGB",Aragvi,1,0,0
1093050,Un Barça de récord ingresa 670 millones,Un Barça de récord,1,0,0
1093877,Fondos que suben más de un 100%,Fondos que suben,1,1,0
1094254,Burberry nombra consejero delegado a Marco Gobbetti,Burberry,0,0,0
1094763,"FCC cierra al filo de los 7,6 euros en su despedida del Ibex",FCC,-1,0,0
1096072,"El PP lamenta que Extremadura sea la ""campeona"" del déficit ""por quinto mes consecutivo""",Extremadura,-1,-1,-1
1099089,"Citadel aumenta su participación en Dia hasta el 1,362%",Citadel,1,1,0
1101522,Unos datos amables dan un respiro a las bolsas,Unos datos amables,1,1,1
1105891,"Los españoles necesitan 7,5 años de sueldo íntegro para comprar una vivienda",Los españoles,-1,0,-1
1106856,British Airways cifra en 3.130 millones de euros el déficit de su plan de pensiones,British Airways,-1,0,0
